,Unnamed: 0,Job Name,Date,Link,job_description
736,246,Customer service employee,04/03/2021,https://www.wadhefa.com/english/details/job/51410/search/,A customer service employee is required to work for the Golden Systems Company in Jeddah
737,247,UI/UX Designer,04/01/2021,https://www.wadhefa.com/english/details/job/51390/search/,A professional and experienced website and mobile application designer is required with experience in the field and has the ability to identify problems or opportunities for improvement and draw their visualization in an executable graphical form by the development team
738,248,Financial collector,03/30/2021,https://www.wadhefa.com/english/details/job/51341/search/,A financial collector is required to work for the Golden Systems Company in Jeddah
739,249,Internet specialist,03/30/2021,https://www.wadhefa.com/english/details/job/51336/search/,An Internet specialist is required with 3 years of experience in the same field
740,250,Mobile application designer,03/25/2021,https://www.wadhefa.com/english/details/job/51274/search/,Designing mobile applications and websites
741,251,Marketing Officer,03/22/2021,https://www.wadhefa.com/english/details/job/51177/search/,A marketing official is required to work for Smart Zone for Technology Solutions in Riyadh
742,252,software engineer,03/22/2021,https://www.wadhefa.com/english/details/job/51169/search/,A software engineer is required to work in Riyadh
743,253,Motion Designer,03/22/2021,https://www.wadhefa.com/english/details/job/51168/search/,- Bachelor's degree in Computer Science or Fine Arts
744,254,UX/UI Designer,03/22/2021,https://www.wadhefa.com/english/details/job/51167/search/,- BSc is Computer Science or Software Engineering
745,255,Share Point Administrator,03/22/2021,https://www.wadhefa.com/english/details/job/51165/search/,- Experience of not less than five years in the  share point Administrator
746,256,Share Point Developer,03/22/2021,https://www.wadhefa.com/english/details/job/51164/search/,- Experience of not less than five years in the  share point Developer
747,257,Webmaster,03/19/2021,https://www.wadhefa.com/english/details/job/51129/search/,"- Manage requests for the website
- Managing the site, adding and modifying items
Marketing
Reply to clients by mail and WhatsApp
Coordination of requests with shipping companies
Assisting the customer in making a purchase decision"
748,258,Systems engineer,03/18/2021,https://www.wadhefa.com/english/details/job/51120/search/,"A systems engineer is required with at least 5 years of experience in the field of systems infrastructure, of which at least one year is on odoo systems architecture"
749,259,Mobile application developer,03/18/2021,https://www.wadhefa.com/english/details/job/51118/search/,- An application developer with 5 years of experience in developing native mobile applications on my platform (ANDROID - IOS) is required
750,260,Odoo developer,03/18/2021,https://www.wadhefa.com/english/details/job/51117/search/,- A developer is required to have odoo experience of at least 5 years in the field of open ERP
751,261,Systems Analyst,03/18/2021,https://www.wadhefa.com/english/details/job/51116/search/,A systems analyst with at least five years of experience in requirements gathering and analysis is required
752,262,PHP Programmer - flutter,03/18/2021,https://www.wadhefa.com/english/details/job/51107/search/,"Ensuring the quality of application performance on various types of mobile phones
Ensure responsiveness of applications
Work alongside graphic designers to design application characteristics
- The progress of the projects from the beginning of drawing the concepts to the final product
Design and development of application programming interfaces (APIs)
Meet both technical and operational needs
- Keeping abreast of developments in web applications and programming languages
- Development of the front end architecture of the system
- Designing user interactions on applications
Development of back-end systems"
753,263,Graphic designer,03/08/2021,https://www.wadhefa.com/english/details/job/50913/search/,"A graphic designer is required to work in Riyadh
Skills needed:
• Has professionalism, maturity, the ability to innovate and creative thinking
Discipline
• Full knowledge of all group activities
Full familiarity with graphics programs (Photoshop, Illustrator, InDesign, and Graphic Design)
• Familiar with the arts, programs, and marketing and advertising materials
• Fluent in using computers on various devices
• Familiar with and knowledge of the specifications, standards and principles adopted in the design
• Experience of at least 3 years"
754,264,Graphic designer,03/01/2021,https://www.wadhefa.com/english/details/job/50733/search/,A skilled graphic designer is required in the following programs: - Adobe Photoshop - Adobe Illustrator - Microsoft Office
755,265,Financial Systems Marketer,02/25/2021,https://www.wadhefa.com/english/details/job/50677/search/,"Functional tasks :
Field marketing of financial and accounting systems in the Eastern Province in general"
756,266,software engineer,02/25/2021,https://www.wadhefa.com/english/details/job/50676/search/,- Systems software engineers are required to work for Golden Systems Company in Jeddah and Khobar
757,267,Graphic designer,02/18/2021,https://www.wadhefa.com/english/details/job/50533/search/,A professional graphic designer is required to work in printing and advertising
758,268,Photo designer - tele,02/18/2021,https://www.wadhefa.com/english/details/job/50516/search/,A designer or photo designer is required for social media accounts
759,269,Business developer,02/15/2021,https://www.wadhefa.com/english/details/job/50469/search/,"- We are the process of establishing a company in the field of cyber security :
Other job duties are to include: 
- Great planning abilities and preparing presentations 
- Writing reports 
- Providing management with feedback   
- Following up new business opportunities and setting up meetings 
- A self-motivated attitude and working style 
- Knowledge of the KSA market   
- Strong communication 
- Researching organization and individuals to find new opportunities 
Employment:
- FULL TIME 
Industry: 
- COMPANY"
760,270,Support Engineer,02/14/2021,https://www.wadhefa.com/english/details/job/50433/search/,"- We are seeking a Computer Scientist Candidate or IT related fields only to join our organization with good knowledge in:
- Java
- html
- Oracle SQL
-  Android and IOS
- Window and Linux"
761,271,Website administrator,02/08/2021,https://www.wadhefa.com/english/details/job/50277/search/,"Managing the basic database of the site and updating it periodically
Electronic sales management and improvement
Stock management for electronic movement
- Customer service management across the site and elsewhere"
762,272,Video montage designer,02/04/2021,https://www.wadhefa.com/english/details/job/50196/search/,Designing video clips for the institution's products and making professional montages to be displayed on social networking sites
763,273,Communications Programmer,02/01/2021,https://www.wadhefa.com/english/details/job/50133/search/,"- Two communications programmers are required to perform the following tasks:
1 - Installing mobile updates in all models
2 - Create electronic accounts for customers
3 - Decoding smartphones
4 - Transferring data between smartphones
5 - Download and run applications for clients


Send CV to e-mail

Work place west of Riyadh - Tuwaiq - Al Mousa district"
764,274,programmer,01/29/2021,https://www.wadhefa.com/english/details/job/50074/search/,"A programmer of vehicle tracking systems is required to work on and develop the system provided that he has experience in programming languages ​​and executable files for the TCP / IP and UDP protocols used for communication, desktop and mobile web application, PHP, JavaScript, HTML and CSS source codes, MySQL database and mobile applications for Android and iOS"
765,275,Graphic designer,01/19/2021,https://www.wadhefa.com/english/details/job/49833/search/,"- Design of posters
Installation of advertising video clips"
766,276,Web site developer,01/17/2021,https://www.wadhefa.com/english/details/job/49780/search/,"Preparing and preparing programming plans and maps
Detecting and finding solutions to programming errors
- Following up on new software technologies and trying to apply them in work projects
Follow-up of the site’s performance after its launch, and make regular adjustments and improvements"
767,277,project manager,01/13/2021,https://www.wadhefa.com/english/details/job/49690/search/,A project manager with experience in managing electronic applications is required to work in Jeddah
768,278,Magento specialist,01/12/2021,https://www.wadhefa.com/english/details/job/49661/search/,- Full stack Magento Developer
769,279,Sap business one consultant,12/30/2020,https://www.wadhefa.com/english/details/job/49367/search/,"- Providing implementation consultation and support services during SAP Business One installations, upgrades and customizations
- Proficient in using SQL query, views and stored procedures
- Customizing forms and developing reports using Crystal Reports
- Recognizing and addressing gaps between SAP Business One solutions and the business practices of the client
- Effectively communicating and building consensus with clients
- Supporting the preparation of the scope of work by providing task/time details
- Designing and conducting master data migration from legacy systems into SAP Business One
- Developing and maintaining expert knowledge of SAP Business One
- Prepare well-structured presentations, large workshops, training users"
770,280,Technical Secretary,12/19/2020,https://www.wadhefa.com/english/details/job/49111/search/,"A full-time secretary is required to work in Riyadh
Work 85% from home"
771,281,ASP programmer,12/17/2020,https://www.wadhefa.com/english/details/job/49088/search/,"An ASP.NET programmer is required to work in Al-Ahsa
Responsibilities:
Writing technical requirements for clients Buisness Requirments
Transforming the written technical requirements into software codes to create screens
Solve software problems in the current systems and portals
Create professional web applications from scratch
Installing designs on existing sites and systems
- Design and development of databases of type ORACLE - SQL SERVER
Technical requirements:
At least 4 years of experience in C # language - VB.NET - ASP.NET
Good knowledge of OOP-MVC principles
Experience in dealing with APIs- WEB SERVICES
Experience in designing and developing statistics and statistical graphs
Great experience in handling CRUD database orders
Experience in dealing with operating systems and servers of the type IIS-WINDOWS
Experience in designing and developing CMS systems
Experience in dealing with SEO for friendship with search engines
A good background to deal with financial and accounting systems
Excellent experience in dealing with web designs and editing them using HTML-CSS-JQUERY-JAVASCRIPT techniques
- The ability to deal efficiently with the work team
- Work under pressure"
772,282,programmer,12/13/2020,https://www.wadhefa.com/english/details/job/48963/search/,A programmer with experience in PHP and Java libraries is required to work full-time for Neqaty Information Systems Technology Company
773,283,Technical programmer,12/07/2020,https://www.wadhefa.com/english/details/job/48853/search/,Wanted ODO technical programmer and developer to work for a medical company in Riyadh
774,284,3D designer,12/07/2020,https://www.wadhefa.com/english/details/job/48849/search/,A 3D designer is required to work for Maham International Company for Information Technology in Riyadh
775,285,Support Engineer,12/06/2020,https://www.wadhefa.com/english/details/job/48834/search/,"- We are seeking a Computer Scientist Candidate to join our organization with good knowledge in:
- Java
- html
- Oracle SQL
-  Android and IOS
- Window and Linux"
776,286,Mageno Programmer,12/03/2020,https://www.wadhefa.com/english/details/job/48790/search/,"Development of electronic stores using Magento
Preparing and drawing work maps to clarify the development stage of the program
Writing the necessary codes to build the program
- Test the operation of the program and discover errors
Solve problems and wrong codes in the program
Provide continuous support and development
Provide the necessary protection and security for the data
Knowledge and constant updating of programming methods and methods"
777,287,IT System Admin,12/02/2020,https://www.wadhefa.com/english/details/job/48773/search/,"- A start-up company working in the field of delivery and applications based in the Eastern Province 
- Al-Khobar wants to employ IT Man requires experience : not less than five years"
778,288,ASP programmer,12/02/2020,https://www.wadhefa.com/english/details/job/48767/search/,Required ASP programmer who has the ability to program in ASP.NET language and JavaScript language and build a system in an integrated way
779,289,Php programmer,11/30/2020,https://www.wadhefa.com/english/details/job/48031/search/,"Required to work Full Stack programmer:
Experience of at least four years (previous business models are required to be submitted) Good knowledge of programming interfaces js html css Good knowledge of php and laravel Fluency in one of the following techniques: ionic, react native, flutter knowledge of project implementation methods Ability to work in a team or independently. Good communication skills. Salary according to qualifications"
780,290,Programmer and application manager,11/26/2020,https://www.wadhefa.com/english/details/job/48623/search/,"- An application programmer who has experience in the field of applications and software is required, who is knowledgeable and familiar with the use of Google Cloud Platform
mission :
Communicate with the IT company and translate business for management
Monitors and reviews the performance of our application
- Helps in improving the application and developing it
Manages the account of the system administrator of the application and addresses the emergent problems on it
- Constant communication with the administration and the information technology company"
781,291,Full stack programmer,11/26/2020,https://www.wadhefa.com/english/details/job/48606/search/,"- Full Stack programmer is required with at least four years of experience, good knowledge of programming interfaces javascript js html css and good knowledge of mysql php and laravel"
782,292,Technical support officer,11/11/2020,https://www.wadhefa.com/english/details/job/48320/search/,"- A programming and technical support officer is required to fully supervise the company's devices and programs, and develop and solve problems"
783,293,Identity and video designer,11/10/2020,https://www.wadhefa.com/english/details/job/48300/search/,"An identity and montage designer is required who has sufficient experience in designing and creating visual identities and design content. He is fluent in designing complete publications and identities in creative, innovative and modern ways and has experience in the field of montage and video production and is familiar with working in design programs such as (Photoshop, Adobe Premiere, After Effects, Ignite, Idus, Coral) Sony, LOGO, and other design software"
784,294,Marketed,11/10/2020,https://www.wadhefa.com/english/details/job/48296/search/,"Contribute to implementing marketing strategies.
Collaborate and provide support to the Marketing Director in supervising the department's operations.
Organizing and attending marketing events and events to raise brand awareness.
Planning advertising and promotional campaigns for products and services on a variety of digital and print media.
Liaising with shareholders and vendors to enhance the success of activities and enhance the institution's presence.
Follow-up of all projects until completion and evaluate their success using various measures.
Preparing content for publishing marketing materials and overseeing their publication.
Carry out market research to identify available growth opportunities.
Cooperate with managers in preparing budgets and monitoring expenditures."
785,295,Software Engineer,11/09/2020,https://www.wadhefa.com/english/details/job/48268/search/,"- Medical Company in Riyadh looking for Software Engineer, 
- We are looking for a skilled Software Engineer who, along with our excellent software development team, will be responsible for working on projects that are currently being developed on by our company. In addition to developing and maintain our organization's systems software and computing infrastructure."
786,296,Graphic designer,11/08/2020,https://www.wadhefa.com/english/details/job/48253/search/,"A graphic designer is required to work for a Saudi establishment in the Qassim region and perform the following tasks:
Motion graphic design
- Info graphic design
Professional design banners for products
- Producing video clips for advertisements"
787,297,Report designer,11/05/2020,https://www.wadhefa.com/english/details/job/48176/search/,"Designing project periodic reports
Preparing presentations"
788,298,IT administrator,11/04/2020,https://www.wadhefa.com/english/details/job/48167/search/,"Responsible for the day-to-day IT systems support for business systems, office systems, computer networks and phone systems throughout the hotel
Support the IT department in its efforts to ensure the quality of IT systems and their delivery to both the hotel and its guests, within budget
Perform the following tasks to the highest standards:
Provide daily support for all hotel internal information technology systems and users, which reduces any system outages
Record all the problems that appear and inform the IT Director of any problems that need more attention
- System improvements to the IT manager
Contact the hotel business center team to answer any guest IT requirements"
789,299,Odoo programmer,11/04/2020,https://www.wadhefa.com/english/details/job/48161/search/,"- Development and improvement of Odoo framework and its core modules (applications)
Work independently as well as coordinate and oversee small distributed allocation and specific development projects
required skills:
Ability to quickly understand and analyze requirements
- The ideal developer should have basic knowledge of Odoo Framework, Python and JavaScript.
- Good to have knowledge of Odoo framework.
Knowledge of Python is a must.
Basic knowledge of Linux operating system.
- Basic knowledge of JavaScript.
The ability to solve problems creatively and effectively."
790,300,Graphic designer,11/01/2020,https://www.wadhefa.com/english/details/job/48107/search/,"A graphic designer is required to work for a Saudi establishment in Al-Naseem district in Riyadh and perform the following tasks:
Motion graphic design
- Info graphic design
Professional design banners for products
- Producing video clips for advertisements"
791,301,Website administrator,10/30/2020,https://www.wadhefa.com/english/details/job/48072/search/,"Managing the basic database of the site and updating it periodically
Electronic sales management and improvement
Stock management for electronic movement
- Customer service management across the site and elsewhere"
792,302,Tracking devices engineer,10/28/2020,https://www.wadhefa.com/english/details/job/48027/search/,"A vehicle tracking device engineer is required to work in Jeddah, Makkah or Taif
Permanency:
- 6 working days per week
- Friday is off"
793,303,Technical project manager,10/19/2020,https://www.wadhefa.com/english/details/job/47827/search/,"• Employing management and following up the development team closely, providing all necessary directions and ensuring timely delivery.
• Search and hire the team
• Analyzing the entire project and determining its needs
• Directing team development efforts toward successful project delivery
• Building systems and infrastructure for the technical project
• Organize work, follow up on team and deliver on time
• Provide technical leadership to team members
• Analyzing and solving technical and applied problems
• Fluency in most programming languages, specifically php"
794,304,Graphic designer,10/10/2020,https://www.wadhefa.com/english/details/job/47625/search/,A graphic designer is required who has knowledge of information technology and content management for electronic stores with all their details and tasks that serve the interest
795,305,Programmer,10/06/2020,https://www.wadhefa.com/english/details/job/47569/search/,"1- As part of team apply current industry standard methods to code, test and troubleshoot programs utilizing the appropriate hardware, databases and new programming technology.
2- Perform systems analysis, conduct feasibility studies, consult with and assist computer operators or system analysts to define user requirements and clarify program intent, identify problems, and suggest changes before writing of modify programs.
3- Compile and write documentation of program development and subsequent revisions, inserting comments in the coded instructions so others can understand the program.
4- Prepare detailed documentation for software development life Cycle (SDLC) of project development processes.
5- Apply best practice programming methods while observing prescribed health and safety procedures for self and computer system and users.
6- Train users and operators on how to use a particular application or program."
796,306,Applications programmer,10/05/2020,https://www.wadhefa.com/english/details/job/47547/search/,An application programmer or technical project manager is required to work in Riyadh
797,307,Secretarial employee,09/24/2020,https://www.wadhefa.com/english/details/job/47335/search/,"- Required Mosf, fluent in secretarial work, printing programs, and photo and video editing programs"
798,308,Drupal programmer,09/21/2020,https://www.wadhefa.com/english/details/job/47291/search/,"- 5+ years of PHP experienc
- 3+ years of Drupal experience including Drupal 8
- Skilled with modern databases (MySQL, Redis, and MongoDB)
- Proficient with modern front-end web technologies and techniques: HTML5, CSS3, JavaScript, Responsive design
- Experience developing real-time applications"
799,309,Graphic designer,09/17/2020,https://www.wadhefa.com/english/details/job/47232/search/,"Mainly responsible for any company graphic design
Examples of some job tasks:
Work on the visual designs of the company according to the corporate identity
⁃ Preparing innovative, professional and modern designs
⁃ Designing posts and managing social media accounts
⁃ Designing brochures, brochures and company profiles
⁃ Communicate and work in coordination with the advertising agencies
⁃ Developing the company's visual identity"
800,310,Drupal programmer,09/10/2020,https://www.wadhefa.com/english/details/job/47092/search/,"- 5+ years of PHP experienc
- 3+ years of Drupal experience including Drupal 8
- Skilled with modern databases (MySQL, Redis, and MongoDB)
- Proficient with modern front-end web technologies and techniques: HTML5, CSS3, JavaScript, Responsive design
- Experience developing real-time applications"
801,311,Graphic designer,09/09/2020,https://www.wadhefa.com/english/details/job/47081/search/,A graphic designer is required to work for a major contracting company in Riyadh
802,312,Motion graphic designer,09/09/2020,https://www.wadhefa.com/english/details/job/47062/search/,A motion graphic employee is required to work for a digital marketing company in the Eastern Province
803,313,Maintenance application administrator,09/07/2020,https://www.wadhefa.com/english/details/job/47002/search/,"- A maintenance application official is required with experience in dealing with technicians, how they participate and motivate them to work"
804,314,Electronic application project manager,09/07/2020,https://www.wadhefa.com/english/details/job/46996/search/,"- A project manager is required for an electronic application with an experience of 4 to 10 years in project management, making strategic plans for projects and following up on project work with the implementing team"
805,315,Systems Analyst,08/29/2020,https://www.wadhefa.com/english/details/job/46819/search/,"Analysis of systems and databases
Discussing with the departments within the company what improvements can be made in the systems that have been implemented
Calculating the costs needed to develop the systems as well as the expected return from the new update
Ensure that the programmer fulfills the requirements by conducting the necessary tests to ensure that the new systems and databases are working properly
Training of the company's current staff on new systems and software"
806,316,Mobile application programmer,08/26/2020,https://www.wadhefa.com/english/details/job/46775/search/,IOS and Android application programmer is required to work in an IT company
807,317,Montag employee,08/21/2020,https://www.wadhefa.com/english/details/job/46377/search/,"A montage employee is required who has experience in the field of montage and video production and is familiar with working in the field of design on design programs on design programs such as (Photoshop, Adobe Premiere, After Effects, IUGEN, Edeus, Coral, Sony Measure any logo) and other design programs and is fluent in the following works in all Craftsmanship:
• Producing celebrations
• Editing of documentaries
Editing of advertisements
Editing of covers"
808,318,programmer,07/18/2020,https://www.wadhefa.com/english/details/job/46070/search/,Programmers and developers of full stack (applications and sites) are required to work for a startup in Mecca
809,319,Technical Support Officer,07/16/2020,https://www.wadhefa.com/english/details/job/46050/search/,"A programming and technical support employee is required to fully supervise the company's hardware and software, develop problems and solve them"
810,320,Social Media Officer,07/15/2020,https://www.wadhefa.com/english/details/job/46025/search/,Required designed to work on professional designs and to follow the restaurant's satellite media channels
811,321,Graphic Designer,07/10/2020,https://www.wadhefa.com/english/details/job/45933/search/,"- We require experience in Adobe Photoshop, Adobe Illustrator and Creative Cloud"
812,322,Computer programmer,07/08/2020,https://www.wadhefa.com/english/details/job/45907/search/,A computer programmer is required to work in the city of Jeddah
813,323,Technical Support Officer,07/07/2020,https://www.wadhefa.com/english/details/job/45874/search/,Maintenance of vehicle tracking devices
814,324,Financial Systems Marketer,06/30/2020,https://www.wadhefa.com/english/details/job/45726/search/,"Functional tasks :
Field marketing of financial and accounting systems in the eastern region in general"
815,325,Graphic designer,06/24/2020,https://www.wadhefa.com/english/details/job/45621/search/,"Take charge of designing and implementing the company's materials
- Working on setting standards for colors and lines that express the identity of the company
Design and amend slogans that express the company
Design and amend identification cards and business identification cards for employees
- Designing films and trailers for products
- Professional product photography of the company for use in advertising, catalogs and brochures of the company
Presenting propaganda ideas about the company's products and exhibitions
- Helping the marketing and sales team implement their marketing ideas in the form of advertising designs
Providing technical consultations to all affiliated departments according to need
- Using different programs to design and implement designs
- Dealing with the various printing presses related to all the company’s advertising, advertising and administrative publications"
816,326,Application developer,06/24/2020,https://www.wadhefa.com/english/details/job/45615/search/,"Creating, developing and monitoring mobile applications with the two main operating systems"
817,327,programmer,06/22/2020,https://www.wadhefa.com/english/details/job/45572/search/,"the description
The applicant should be fully familiar with the software design life cycle. He must have experience in designing, coding, testing and managing applications continuously. He should also be familiar with several programming languages ​​and be able to test and check the code and apply the best technology with the highest quality.
required skills
Programming, coding, checking and managing multiple applications
• Participation of the engineering team and cooperation with its members to provide the best products
• Should know, follow and apply general and internal rules in the programming and coding method
• Ability to program the final tests of systems, applications and quality control
Practical experiences
• Having 3-5 years experience in the same requirements
• Full knowledge of electronic programming and applications using several languages, the most important of which are
• C # Asp.Net MVC, .Net Core • Microsoft SQL Server • Entity framework • HTML, JavaScript and CSS • Communication skills • Angular 2 preferred.
Education
• Holds a Bachelor's degree in one of the computer specialties or similar
• Microsoft Certification - preferred"
818,328,App developer,06/18/2020,https://www.wadhefa.com/english/details/job/45486/search/,- App developer for android or ios
819,329,Support Engineer,06/12/2020,https://www.wadhefa.com/english/details/job/45377/search/,"- We are seeking a Computer Scientist Candidate to join our organization with good knowledge in:
- Java
- html
- Oracle SQL
-  Android and IOS
- Window and Linux"
820,330,Montage technician,06/07/2020,https://www.wadhefa.com/english/details/job/45314/search/,A graphic designer is required to work in Riyadh
821,331,Graphic designer,06/07/2020,https://www.wadhefa.com/english/details/job/45313/search/,Graphic designer / Photoshop is required to work in Riyadh
822,332,Technical programmer,05/30/2020,https://www.wadhefa.com/english/details/job/45205/search/,Management of social media and electronic sites
823,333,programmer,05/06/2020,https://www.wadhefa.com/english/details/job/45063/search/,"Preparing and mapping work stages of the development of the program
Writing the necessary codes for building the program
- Testing the work of the program and discovering errors
- Solve problems and codes in the program
Continue to provide support"
824,334,Application manager,05/06/2020,https://www.wadhefa.com/english/details/job/45059/search/,"- Application manager familiar with all applications is required, programmed and modified to work in Jeddah"
825,335,Director of the Computer Department,05/05/2020,https://www.wadhefa.com/english/details/job/45052/search/,"Computer and software administration used in the facility
- Using electronic systems and programs in the fields of the facility
Create a plan and use e-marketing
Connecting the facility's branches to the department electronically"
826,336,programmer,04/27/2020,https://www.wadhefa.com/english/details/job/45018/search/,Website programming and software design
827,337,Systems programmer,04/20/2020,https://www.wadhefa.com/english/details/job/44988/search/,A programmer or network engineer / IT engineer is required to work for a security systems and devices organization in Riyadh
828,338,Network Engineer,04/18/2020,https://www.wadhefa.com/english/details/job/44983/search/,- A programmer or network engineer / information technology engineer is required to work for a security systems and devices organization in Riyadh
829,339,Java Developer,04/18/2020,https://www.wadhefa.com/english/details/job/44982/search/,"- We are technology startup currently looking for a full stack Java Programmer with experience in Angluar/AngularJS.
- This is a full-time position for the right candidate and someone looking to grow."
830,340,Autocad PAINTER,03/30/2020,https://www.wadhefa.com/english/details/job/44901/search/,A Autocad draftsman is required to work for a major company in Riyadh
831,341,Business developer,03/09/2020,https://www.wadhefa.com/english/details/job/44638/search/,"- Developing work plans in coordination with the administration to achieve revenue targets
- Revenue management and profit making
- Managing the sales team in all Saudi cities and following them up to achieve their sales goals
Management and coordination of commercial operations activities with all internal and external parties
- Resolves customer complaints by investigating problems, developing solutions, preparing reports, and providing feedback to the department
Develop innovative customer retention strategies, including interviewing them, to take their notes and integrate them into the growth plan"
832,342,Systems Analyst,03/09/2020,https://www.wadhefa.com/english/details/job/44636/search/,"Defining scope and gathering requirements through meetings, interviews, etc.
Requirements analysis and modeling through prototypes, UML model, workflow and procedures
Management of changing requirements
Analyze and model working methods and procedures
Description and documentation of functional and non-functional requirements
Team work with the development team, quality assurance and management project managers"
833,343,Sales Officer,03/09/2020,https://www.wadhefa.com/english/details/job/44635/search/,"To provide, promote and sell products and services using good selling skills for existing and potential clients
Create, develop and maintain positive business relationships and clients
- Resolves customer complaints by investigating problems, developing solutions, preparing reports, and providing feedback to management
Conduct cost-benefit analysis and needs of existing and potential clients to meet their needs
Achieving agreed sales targets and results within the timetable
Vacancies in Riyadh and Jeddah"
834,344,Financial Systems Marketer,03/03/2020,https://www.wadhefa.com/english/details/job/44558/search/,"Marketing financial systems and human resources for institutions, companies and stores of all categories in Jeddah and Khobar"
835,345,Graphic designer,02/26/2020,https://www.wadhefa.com/english/details/job/44473/search/,A graphic designer is required to work for a commercial company based in Dammam
836,346,Online marketer and web designer,02/25/2020,https://www.wadhefa.com/english/details/job/44451/search/,"A marketer and website designer is required to work for a large commercial company in Riyadh and has experience with the following businesses:
Programmer, web designer and developer
E-Marketing, Graphic and Photoshop
- Follow the social media accounts
- Experience in media campaigns, photographing and publishing products on websites.
Follow up on e-stores"
837,347,Sales Officer,02/14/2020,https://www.wadhefa.com/english/details/job/44228/search/,Marketing and sales of technical products (networks - software)
838,348,Graphic designer,02/13/2020,https://www.wadhefa.com/english/details/job/44219/search/,"Designing the company's promotional materials, including brochures, catalogs, billboards, and banners
- Designing the visual identity of the company and its subsidiaries and constantly developing it in line with the company’s policies
Designing social media posts
Software: Adobe Photoshop, Illustrator and InDesign"
839,349,programmer,02/11/2020,https://www.wadhefa.com/english/details/job/44179/search/,"Job Description:
- The programmer specializes in preparing plans for the progress of the development stages of the program operating in it, and writes the codes using the appropriate programming language to reach the final result required from the client or the institution working with it, and the programmer's work does not end there, as well as his tasks as well to test the work of the program and discover problems and try to solve them with all Available ways.
- The programmer also continues to work on developing the program for future periods that are in agreement with the client or with the duties of the institution affiliated with it, and the programmer is committed in his work to providing protection and insurance for the program, such as working with network engineers, for example, to ensure that the gaps are closed as much as possible if there is a need to connect the program to the network, As well as securing the internal data of the program if it was approved on the basis of databases and so on from various insurance methods and settings
Career tasks:
1- Preparing and drawing work maps to clarify the development stages of the program
2- Writing the codes necessary to build the program
3- Test the program’s work and discover errors
4- Solve the wrong problems and codes in the program
5- Continuing to provide continuous support and development
6- Providing the necessary protection and insurance for the data
7- Informing and constantly updating programming methods and methods
8- Providing the necessary training and explaining the ways to use the program"
840,350,SharePoint Developer,02/06/2020,https://www.wadhefa.com/english/details/job/44107/search/,"SharePoint Developer Responsibilities:
- Meeting with the design team to review website and application requirements.
- Setting tasks and development goals.
- Configuring the company SharePoint systems to specified requirements.
- Developing new web components using XML, .NET, SQL, and C#.
- Designing, coding, and implementing scalable applications.
- Extending SharePoint functionality with forms, web parts, and application technologies.
- Testing and debugging code.
- Reviewing website interface and software stability.
- Troubleshooting software issues.
- Maintaining and updating SharePoint applications.
- Providing systems training to staff and customers.
SharePoint Developer Requirements:
- Bachelor’s degree in Computer Science or Software Engineering.
- MOSS or WSS certification.
- Previous experience as a SharePoint Developer.
- Extensive knowledge of C#, ASP.NET, and .NET Frameworks.
- Familiarity with JavaScript, HTML5, CSS, XML, jQuery, SQL Server, and Web Services.
- High-level coding skills.
- Ability to solve complex software issues.
- Ability to project manage.
- Detail orientated.
- Self motivated."
841,351,Graphic designer,02/05/2020,https://www.wadhefa.com/english/details/job/44096/search/,- A graphic designer is required to work for a company in Rabigh
842,352,Electronic platform project manager,02/04/2020,https://www.wadhefa.com/english/details/job/44073/search/,- A project manager is required for an electronic guiding platform who has a leadership personality and can accomplish tasks quickly and professionally
843,353,Sales Officer,01/30/2020,https://www.wadhefa.com/english/details/job/44013/search/,"We are looking for an enthusiastic sales employee to contribute to generating sales for our company, who will be responsible for closing sales deals and maintaining good customer relationships.
The goal is to help the company grow by bringing in customers and developing businesses."
844,354,Information Technology Project Coordinator,01/30/2020,https://www.wadhefa.com/english/details/job/44011/search/,- A project coordinator specializing in artificial intelligence is required to work in Riyadh and requires visiting customer sites and coordination for all project actions
845,355,Android and iPhone programmer,01/28/2020,https://www.wadhefa.com/english/details/job/43977/search/,- A programmer with the ability to create applications for Android and iPhone is required
846,356,Web Developer,01/28/2020,https://www.wadhefa.com/english/details/job/43971/search/,"- We are looking for a Web Developer, below the job requirements:
- Proven software development experience at least 3 years as a Web developer on the latest technologies
- Website and software application designing, building, or maintaining
- Great Experience with NodeJS, React/Vue.js 
- Good experience in Linux Systems
- Proficient in JavaScript, HTML, CSS
- Proficient in MySQL/MongoDB
- performing Website updates
- Good experience in Git
- Experience with third-party libraries and APIs
- Solid understanding of the full Website development life cycle
- Problem-solving and analytical skills
- Maintaining an understanding of the latest Web applications and programming practices through education, study, and participation in conferences, workshops, and groups."
847,357,Designer,01/27/2020,https://www.wadhefa.com/english/details/job/43961/search/,Required designer to work in a company in Rabigh with at least 3 years experience in the field
848,358,Magento Developer,01/16/2020,https://www.wadhefa.com/english/details/job/43735/search/,"A professional Magento developer is required to work for a software company to build, manage and operate commercial websites."
849,359,OpenCard Designer,01/15/2020,https://www.wadhefa.com/english/details/job/43732/search/,"Design, data entry and technical support"
